id,kind,reportDate,weekStart,weekEnd,vendor,blobUrl,bytes,createdAt
cmgtbctsk0001s9rur1slsxog,DAILY_PDF,2025-10-16T00:00:00.000Z,,,,/api/reports/tmp/mgtbctpb-w3bb500d?name=daily-2025-10-16.pdf,129023,2025-10-16T11:05:20.853Z
cmgtbctus0002s9ru340sx0vc,DAILY_XLSX,2025-10-16T00:00:00.000Z,,,,/api/reports/tmp/mgtbctpc-vi3n5rb7?name=daily-2025-10-16.xlsx,7615,2025-10-16T11:05:20.933Z
cmgtbfjkt0004s9ruh9nrza0f,DAILY_PDF,2025-10-16T00:00:00.000Z,,,,/api/reports/tmp/mgtbfjjq-nytqjxet?name=daily-2025-10-16.pdf,129023,2025-10-16T11:07:27.582Z
cmgtbfjls0005s9rux5om6v19,DAILY_XLSX,2025-10-16T00:00:00.000Z,,,,/api/reports/tmp/mgtbfjjq-x3v53wzi?name=daily-2025-10-16.xlsx,7615,2025-10-16T11:07:27.617Z
cmgtip78f0001l804id0pt755,DAILY_PDF,2025-10-16T00:00:00.000Z,,,,/api/reports/tmp/mgtip77f-1cmnso6k?name=daily-2025-10-16.pdf,59362,2025-10-16T14:30:55.456Z
cmgtip78n0002l804p5z0vpfh,DAILY_XLSX,2025-10-16T00:00:00.000Z,,,,/api/reports/tmp/mgtip77g-ay7eqnqm?name=daily-2025-10-16.xlsx,7607,2025-10-16T14:30:55.464Z
cmgtj14u60004l804garpqpiv,DAILY_PDF,2025-10-16T00:00:00.000Z,,,,/api/reports/tmp/mgtj14tj-64062nuu?name=daily-2025-10-16.pdf,55005,2025-10-16T14:40:12.223Z
cmgtj14um0005l804u2hb0bnh,DAILY_XLSX,2025-10-16T00:00:00.000Z,,,,/api/reports/tmp/mgtj14tz-k64r6uxf?name=daily-2025-10-16.xlsx,7495,2025-10-16T14:40:12.238Z
cmgtj5buk0001l704kown6vod,DAILY_PDF,2025-10-16T00:00:00.000Z,,,,/api/reports/tmp/mgtj5btp-4bxuowdj?name=daily-2025-10-16.pdf,55011,2025-10-16T14:43:27.932Z
cmgtj5bup0002l704cf1t2ccr,DAILY_XLSX,2025-10-16T00:00:00.000Z,,,,/api/reports/tmp/mgtj5btq-hhswsj9f?name=daily-2025-10-16.xlsx,7496,2025-10-16T14:43:27.938Z
cmgtj5cch0004l7044ybcj8lm,DAILY_PDF,2025-10-16T00:00:00.000Z,,,,/api/reports/tmp/mgtj5ccc-rhfy81ml?name=daily-2025-10-16.pdf,55011,2025-10-16T14:43:28.577Z
cmgtj5cck0005l704pv9oixgz,DAILY_XLSX,2025-10-16T00:00:00.000Z,,,,/api/reports/tmp/mgtj5ccc-j4wctqcp?name=daily-2025-10-16.xlsx,7496,2025-10-16T14:43:28.580Z
cmgtwzwdk0001jo0433qbahxt,DAILY_PDF,2025-10-16T00:00:00.000Z,,,,/api/reports/tmp/mgtwzwcq-hgytam49?name=daily-2025-10-16.pdf,52420,2025-10-16T21:11:09.225Z
cmgtwzwe40002jo04kunoy1eo,DAILY_XLSX,2025-10-16T00:00:00.000Z,,,,/api/reports/tmp/mgtwzwcs-5uxk9v1d?name=daily-2025-10-16.xlsx,7495,2025-10-16T21:11:09.244Z
cmguw6cw20001js047aqx1z7k,DAILY_PDF,2025-10-17T00:00:00.000Z,,,,/api/reports/tmp/mguw6cv6-mri9rr79?name=daily-2025-10-17.pdf,48338,2025-10-17T13:35:57.122Z
cmguw6cxu0002js04zk28wi6f,DAILY_XLSX,2025-10-17T00:00:00.000Z,,,,/api/reports/tmp/mguw6cv7-o46x65gh?name=daily-2025-10-17.xlsx,6959,2025-10-17T13:35:57.150Z
cmguw6dwh0004js04z1796nz5,DAILY_PDF,2025-10-17T00:00:00.000Z,,,,/api/reports/tmp/mguw6dw9-3bk9zp7p?name=daily-2025-10-17.pdf,48338,2025-10-17T13:35:58.433Z
cmguw6dws0005js04rtxedxwz,DAILY_XLSX,2025-10-17T00:00:00.000Z,,,,/api/reports/tmp/mguw6dwa-j5r9oghd?name=daily-2025-10-17.xlsx,6959,2025-10-17T13:35:58.444Z
c98c0696-b69a-4465-98d3-fb688b8edb25,DAILY_PDF,2025-10-20T00:00:00.000Z,,,,/api/reports/tmp/mgz5oldd-smuq93jx?name=daily-2025-10-20.pdf,120445,2025-10-20T13:13:09.249Z
0975aa62-fd0b-43a8-b0b9-b391eaf06287,DAILY_XLSX,2025-10-20T00:00:00.000Z,,,,/api/reports/tmp/mgz5olde-qtw3gp3y?name=daily-2025-10-20.xlsx,7500,2025-10-20T13:13:09.335Z
468021a5-c697-462a-b659-7c099ced3892,DAILY_PDF,2025-10-20T00:00:00.000Z,,,,/api/reports/tmp/mgz609q7-0kh9yqal?name=daily-2025-10-20.pdf,125333,2025-10-20T13:22:14.024Z
ebbe2663-fe46-41cd-8ffb-6bf765fc696a,DAILY_XLSX,2025-10-20T00:00:00.000Z,,,,/api/reports/tmp/mgz609q7-uyi6iru4?name=daily-2025-10-20.xlsx,7603,2025-10-20T13:22:14.088Z
3cfaf32a-07ae-4f5a-be6a-9bae43d01bb5,DAILY_PDF,2025-10-20T00:00:00.000Z,,,,/api/reports/tmp/mgz63onn-208l0yp7?name=daily-2025-10-20.pdf,125495,2025-10-20T13:24:53.330Z
0b31e4eb-7c48-4637-8b33-9d1064907c85,DAILY_XLSX,2025-10-20T00:00:00.000Z,,,,/api/reports/tmp/mgz63onn-12fz3jpu?name=daily-2025-10-20.xlsx,7632,2025-10-20T13:24:53.392Z
24bfb1e0-d3e3-45af-ac73-fdd491425b76,DAILY_PDF,2025-10-20T00:00:00.000Z,,,,/api/reports/tmp/mgz6l3eq-hzi7qvti?name=daily-2025-10-20.pdf,125957,2025-10-20T13:38:25.613Z
bb447151-2d9a-4164-a247-fb5e961264e0,DAILY_XLSX,2025-10-20T00:00:00.000Z,,,,/api/reports/tmp/mgz6l3eq-wlxza4n0?name=daily-2025-10-20.xlsx,7647,2025-10-20T13:38:25.689Z
242f85f4-8fc4-4087-a761-ec3cc3389f9a,DAILY_PDF,2025-10-20T00:00:00.000Z,,,,/api/reports/tmp/mgz6woft-n7cnd3po?name=daily-2025-10-20.pdf,58883,2025-10-20T13:47:26.058Z
5709e0d1-cbda-4b3b-9dea-19ea013a6858,DAILY_XLSX,2025-10-20T00:00:00.000Z,,,,/api/reports/tmp/mgz6wogt-o5zui87l?name=daily-2025-10-20.xlsx,7648,2025-10-20T13:47:26.065Z
507165bd-2a86-4ab1-b355-419e53eec18f,DAILY_PDF,2025-10-20T00:00:00.000Z,,,,/api/reports/tmp/mgz7pc9w-uhmir0bo?name=daily-2025-10-20.pdf,58896,2025-10-20T14:09:43.297Z
31f56f58-e7a3-4a55-94de-de9a9907e010,DAILY_XLSX,2025-10-20T00:00:00.000Z,,,,/api/reports/tmp/mgz7pca3-lkxnd8v8?name=daily-2025-10-20.xlsx,7654,2025-10-20T14:09:43.305Z
1474aa15-f07d-4e22-bf8f-ebcd316aae88,DAILY_PDF,2025-10-20T00:00:00.000Z,,,,/api/reports/tmp/mgz7ptl9-46dxp3de?name=daily-2025-10-20.pdf,58876,2025-10-20T14:10:05.738Z
cb6a4bbb-f410-4cb9-821d-b294406b4d9e,DAILY_XLSX,2025-10-20T00:00:00.000Z,,,,/api/reports/tmp/mgz7ptls-p5cbt1vy?name=daily-2025-10-20.xlsx,7649,2025-10-20T14:10:05.751Z
e6bfdec2-8064-427e-8775-594151e0041e,DAILY_PDF,2025-10-20T00:00:00.000Z,,,,/api/reports/tmp/mgzdw3b3-bbanajzd?name=daily-2025-10-20.pdf,55727,2025-10-20T17:02:55.998Z
57ea80fd-bcf3-4811-b657-4994a43b81dd,DAILY_XLSX,2025-10-20T00:00:00.000Z,,,,/api/reports/tmp/mgzdw3bf-5hmp6m7r?name=daily-2025-10-20.xlsx,7524,2025-10-20T17:02:56.014Z
2c79a00f-417c-45bc-beb4-edeb977feed8,DAILY_PDF,2025-10-21T00:00:00.000Z,,,,/api/reports/tmp/mh0j65ln-e8mr1yd2?name=daily-2025-10-21.pdf,58151,2025-10-21T12:18:29.748Z
2324ca11-5aae-49af-b4a7-8f7440d195c1,DAILY_XLSX,2025-10-21T00:00:00.000Z,,,,/api/reports/tmp/mh0j65lp-i0i1w7aq?name=daily-2025-10-21.xlsx,7661,2025-10-21T12:18:29.769Z
a207579e-d002-4a7a-9000-e2a589305f90,DAILY_PDF,2025-10-21T00:00:00.000Z,,,,/api/reports/tmp/mh0j7z3j-2sisbte4?name=daily-2025-10-21.pdf,61904,2025-10-21T12:19:54.627Z
36bff467-d028-4edd-b7c9-24e80b526a49,DAILY_XLSX,2025-10-21T00:00:00.000Z,,,,/api/reports/tmp/mh0j7z3k-y8erq354?name=daily-2025-10-21.xlsx,7658,2025-10-21T12:19:54.644Z
a18eebee-4300-414c-aa23-a727aac124c9,DAILY_PDF,2025-10-21T00:00:00.000Z,,,,/api/reports/tmp/mh0j9crr-ztj15ws0?name=daily-2025-10-21.pdf,61848,2025-10-21T12:20:58.992Z
5e1b5be9-f9c1-48c5-bfbe-8eaff4e161a1,DAILY_XLSX,2025-10-21T00:00:00.000Z,,,,/api/reports/tmp/mh0j9crr-zgewk58m?name=daily-2025-10-21.xlsx,7665,2025-10-21T12:20:59.005Z
cb84cd49-e013-4494-9b79-e751b8e7bc33,DAILY_PDF,2025-10-21T00:00:00.000Z,,,,/api/reports/tmp/mh0jxmj0-0i2rxhbh?name=daily-2025-10-21.pdf,61846,2025-10-21T12:39:51.400Z
3372a7c1-bb71-4483-bbd6-1b6c818a4989,DAILY_XLSX,2025-10-21T00:00:00.000Z,,,,/api/reports/tmp/mh0jxmjh-7ye8irhr?name=daily-2025-10-21.xlsx,7668,2025-10-21T12:39:51.407Z
e1501ea1-d947-4573-9a7f-84f34cb9463d,DAILY_PDF,2025-10-21T00:00:00.000Z,,,,/api/reports/tmp/mh0m89du-n1jy6ygo?name=daily-2025-10-21.pdf,52964,2025-10-21T13:44:06.820Z
e6cd9f88-9253-4ae8-a37c-c6bcca212810,DAILY_XLSX,2025-10-21T00:00:00.000Z,,,,/api/reports/tmp/mh0m89ec-pvjvitri?name=daily-2025-10-21.xlsx,7669,2025-10-21T13:44:06.860Z
53d8f134-a3ae-4120-8244-7a99e2f2cf58,DAILY_PDF,2025-10-21T00:00:00.000Z,,,,/api/reports/tmp/mh0m89hi-fzfxvw7c?name=daily-2025-10-21.pdf,52964,2025-10-21T13:44:06.944Z
9e9da93e-5eab-47ee-bc30-808e76ad04f7,DAILY_XLSX,2025-10-21T00:00:00.000Z,,,,/api/reports/tmp/mh0m89hx-eau3w5nd?name=daily-2025-10-21.xlsx,7669,2025-10-21T13:44:06.952Z
5a902fbc-e7fb-435e-ae19-52adef37ec92,DAILY_PDF,2025-10-20T00:00:00.000Z,,,,/api/reports/tmp/mh12wocb-b2e4couz?name=daily-2025-10-20.pdf,55348,2025-10-21T21:30:59.794Z
5e309762-a40a-4443-98d3-45c5db297b9e,DAILY_XLSX,2025-10-20T00:00:00.000Z,,,,/api/reports/tmp/mh12wocc-hp0509qh?name=daily-2025-10-20.xlsx,7525,2025-10-21T21:30:59.817Z
73e7fb6e-1ed5-41bb-a669-ffcf52241a09,DAILY_PDF,2025-10-20T00:00:00.000Z,,,,/api/reports/tmp/mh12x0bm-rixp2fgk?name=daily-2025-10-20.pdf,55348,2025-10-21T21:31:16.024Z
a9e245d0-3e50-4296-9eb9-4d9d38c78569,DAILY_XLSX,2025-10-20T00:00:00.000Z,,,,/api/reports/tmp/mh12x0bv-5dnqlgvf?name=daily-2025-10-20.xlsx,7524,2025-10-21T21:31:16.029Z
499fb09b-b339-4832-81c5-cd06a6d53041,DAILY_PDF,2025-10-21T00:00:00.000Z,,,,/api/reports/tmp/mh130unr-ulhebeaj?name=daily-2025-10-21.pdf,61853,2025-10-21T21:34:14.595Z
e770292b-2e5c-463d-9edc-ff65f5ece2ca,DAILY_XLSX,2025-10-21T00:00:00.000Z,,,,/api/reports/tmp/mh130unr-vdbgdr5g?name=daily-2025-10-21.xlsx,7665,2025-10-21T21:34:14.602Z
bb845025-f878-4eda-ad74-0790bf5756fe,DAILY_PDF,2025-10-22T00:00:00.000Z,,,,/api/reports/tmp/mh2056bv-7m6cpz09?name=daily-2025-10-22.pdf,61812,2025-10-22T13:01:23.703Z
61794c2b-b2f1-400f-ac7f-6a812c48054d,DAILY_XLSX,2025-10-22T00:00:00.000Z,,,,/api/reports/tmp/mh2056c1-ugdgobhy?name=daily-2025-10-22.xlsx,7637,2025-10-22T13:01:23.733Z
7e52b295-9c56-4092-9f78-706d3e73e9bf,DAILY_PDF,2025-10-22T00:00:00.000Z,,,,/api/reports/tmp/mh20831h-zpl5smnv?name=daily-2025-10-22.pdf,61756,2025-10-22T13:03:39.407Z
e1e3c147-e3b3-4c89-91cb-f6e0895f74c5,DAILY_XLSX,2025-10-22T00:00:00.000Z,,,,/api/reports/tmp/mh20832f-0ur1z7l1?name=daily-2025-10-22.xlsx,7640,2025-10-22T13:03:39.420Z
eb2dc3e9-9aa2-4d08-9a31-af8ac3f104de,DAILY_PDF,2025-10-22T00:00:00.000Z,,,,/api/reports/tmp/mh2083cs-whv58x37?name=daily-2025-10-22.pdf,61756,2025-10-22T13:03:39.782Z
2d429640-349e-4c50-bee5-fba3f4d882e8,DAILY_XLSX,2025-10-22T00:00:00.000Z,,,,/api/reports/tmp/mh2083cs-s505ywrg?name=daily-2025-10-22.xlsx,7640,2025-10-22T13:03:39.796Z
3ae123ec-f1bc-4522-8cfc-bb6fafc8f493,DAILY_PDF,2025-10-22T00:00:00.000Z,,,,/api/reports/tmp/mh25zqya-kdml1nlk?name=daily-2025-10-22.pdf,64495,2025-10-22T15:45:08.217Z
b1723682-72a8-4bb1-81d5-9c3059f86b1f,DAILY_XLSX,2025-10-22T00:00:00.000Z,,,,/api/reports/tmp/mh25zqyh-3r46h53b?name=daily-2025-10-22.xlsx,7708,2025-10-22T15:45:08.236Z
160931d7-bfd4-4347-95b5-5cf874a78fa5,DAILY_PDF,2025-10-23T00:00:00.000Z,,,,/api/reports/tmp/mh3jyppp-l75njlvo?name=daily-2025-10-23.pdf,55423,2025-10-23T15:04:00.752Z
579adcfb-0cb6-471d-88f3-9f7354ffea8c,DAILY_XLSX,2025-10-23T00:00:00.000Z,,,,/api/reports/tmp/mh3jypq9-a3gdf9ey?name=daily-2025-10-23.xlsx,7409,2025-10-23T15:04:00.782Z
1b1162b9-8a88-4e26-ad30-15edeb4a99b1,DAILY_PDF,2025-10-23T00:00:00.000Z,,,,/api/reports/tmp/mh3k3ewb-x68lhy3t?name=daily-2025-10-23.pdf,55460,2025-10-23T15:07:39.972Z
0de87ac6-ded7-4d2f-8477-749340ad7ccd,DAILY_XLSX,2025-10-23T00:00:00.000Z,,,,/api/reports/tmp/mh3k3ewd-dy0wzims?name=daily-2025-10-23.xlsx,7417,2025-10-23T15:07:39.980Z
b7470f95-4dc4-4245-b21c-aaa59c970bd8,DAILY_PDF,2025-10-23T00:00:00.000Z,,,,/api/reports/tmp/mh3k49m3-odg63jak?name=daily-2025-10-23.pdf,55437,2025-10-23T15:08:19.789Z
1dbbbb60-4e85-44c5-9130-2e820c7a7c23,DAILY_XLSX,2025-10-23T00:00:00.000Z,,,,/api/reports/tmp/mh3k49mh-pvjg2wp8?name=daily-2025-10-23.xlsx,7417,2025-10-23T15:08:19.797Z
434f7b44-2767-4fdc-a48b-da71189fa641,DAILY_PDF,2025-10-24T00:00:00.000Z,,,,/api/reports/tmp/mh86cirj-hio9ywny?name=daily-2025-10-24.pdf,55252,2025-10-26T20:41:41.165Z
6b4912da-915b-4692-9e43-558f5bc15b66,DAILY_XLSX,2025-10-24T00:00:00.000Z,,,,/api/reports/tmp/mh86cirz-gchl8bpl?name=daily-2025-10-24.xlsx,7417,2025-10-26T20:41:41.184Z
42e2768e-0cff-448e-bab7-ff2690f3c854,DAILY_PDF,2025-10-27T00:00:00.000Z,,,,/api/reports/tmp/mh97i6wh-8vxswofo?name=daily-2025-10-27.pdf,119466,2025-10-27T14:01:51.575Z
c82a169a-53b4-4e67-9c62-17168e8aeab3,DAILY_XLSX,2025-10-27T00:00:00.000Z,,,,/api/reports/tmp/mh97i6wi-p2f03x3v?name=daily-2025-10-27.xlsx,7363,2025-10-27T14:01:51.671Z
d49c0450-1577-424a-a3de-65c0c01a44cb,DAILY_PDF,2025-10-27T00:00:00.000Z,,,,/api/reports/tmp/mh99e3d7-ox5f7vr6?name=daily-2025-10-27.pdf,118945,2025-10-27T14:54:39.586Z
cef0b9b8-5efe-4291-81cc-837ded1b6eda,DAILY_XLSX,2025-10-27T00:00:00.000Z,,,,/api/reports/tmp/mh99e3d8-1tb8vumu?name=daily-2025-10-27.xlsx,7354,2025-10-27T14:54:39.671Z
9c838431-0cfe-471f-a288-62997fcdc674,DAILY_PDF,2025-10-27T00:00:00.000Z,,,,/api/reports/tmp/mh9f5a2g-x6owtism?name=daily-2025-10-27.pdf,52282,2025-10-27T17:35:46.040Z
85836af8-a2ab-403f-a946-51f5c482c8e3,DAILY_XLSX,2025-10-27T00:00:00.000Z,,,,/api/reports/tmp/mh9f5a31-gjgyra4g?name=daily-2025-10-27.xlsx,7384,2025-10-27T17:35:46.095Z
b7368b8f-602a-458f-b7b8-5b5bc3fdf344,DAILY_PDF,2025-10-27T00:00:00.000Z,,,,/api/reports/tmp/mh9fb2p7-yqrtdmn0?name=daily-2025-10-27.pdf,52821,2025-10-27T17:40:16.431Z
ae7831fe-c65c-464b-8995-31f7ec81022a,DAILY_XLSX,2025-10-27T00:00:00.000Z,,,,/api/reports/tmp/mh9fb2q3-zr4uq24m?name=daily-2025-10-27.xlsx,7384,2025-10-27T17:40:16.461Z
1fa7413d-8a9f-4ad1-aeff-40cb72bdb3db,DAILY_PDF,2025-10-28T00:00:00.000Z,,,,/api/reports/tmp/mhajsbi6-ay1qmfqx?name=daily-2025-10-28.pdf,55058,2025-10-28T12:33:25.637Z
c1e30974-48b2-4f8a-96d0-c357869c758c,DAILY_XLSX,2025-10-28T00:00:00.000Z,,,,/api/reports/tmp/mhajsbiq-k3an8zyq?name=daily-2025-10-28.xlsx,7460,2025-10-28T12:33:25.675Z
a9ba6ed2-fc49-4eb9-b34d-411fb8256d10,DAILY_PDF,2025-10-28T00:00:00.000Z,,,,/api/reports/tmp/mhak021o-mop5va4b?name=daily-2025-10-28.pdf,61481,2025-10-28T12:39:26.620Z
15ec0802-f8f8-4bea-891b-63541688ec5b,DAILY_XLSX,2025-10-28T00:00:00.000Z,,,,/api/reports/tmp/mhak022i-az6j4gtb?name=daily-2025-10-28.xlsx,7493,2025-10-28T12:39:26.651Z
9db42ae1-6d8d-4572-aed9-4c8239f9ea3f,DAILY_PDF,2025-10-28T00:00:00.000Z,,,,/api/reports/tmp/mhak0q5j-wu0b6hrp?name=daily-2025-10-28.pdf,61481,2025-10-28T12:39:57.817Z
88519b87-befd-436a-baac-f0316beec9c4,DAILY_XLSX,2025-10-28T00:00:00.000Z,,,,/api/reports/tmp/mhak0q5j-2vk1b7ll?name=daily-2025-10-28.xlsx,7493,2025-10-28T12:39:57.833Z
e6e48e3f-bb5b-4df8-898d-244d3c2ac32b,DAILY_PDF,2025-10-28T00:00:00.000Z,,,,/api/reports/tmp/mhak1ur8-x7tgkpb8?name=daily-2025-10-28.pdf,61481,2025-10-28T12:40:50.439Z
125494f9-c906-484d-bf5e-3680896b6d4e,DAILY_XLSX,2025-10-28T00:00:00.000Z,,,,/api/reports/tmp/mhak1ur8-0zbk1185?name=daily-2025-10-28.xlsx,7492,2025-10-28T12:40:50.457Z
a22a0779-fd91-4d0e-b1ae-385fbb217dbc,DAILY_PDF,2025-10-28T00:00:00.000Z,,,,/api/reports/tmp/mhak2d58-o9pdrvpt?name=daily-2025-10-28.pdf,61481,2025-10-28T12:41:14.270Z
c9a791d4-5233-4f24-9f67-a399a469075b,DAILY_XLSX,2025-10-28T00:00:00.000Z,,,,/api/reports/tmp/mhak2d59-kg9bnn6d?name=daily-2025-10-28.xlsx,7492,2025-10-28T12:41:14.286Z
e8cdd8ed-fb84-4590-b1aa-8aeafd8f9739,DAILY_PDF,2025-10-28T00:00:00.000Z,,,,/api/reports/tmp/mhak51xz-5bfrn10g?name=daily-2025-10-28.pdf,61481,2025-10-28T12:43:19.746Z
